trip,tripSlug,photoId,location,date,alt,caption,description,Make,Model,LensModel,FocalLength,FocalLengthIn35mmFormat,FNumber,ExposureTime,ISO,ExposureProgram,MeteringMode,WhiteBalance,Flash,DateTimeOriginal,GPSLatitude,GPSLongitude,width,height,src
"japan-2025","japan-2025","jap-73","Kinkaku-ji, Kyoto, Japan","2025-06-05","Kinkaku-ji Golden Pavilion reflecting in Kyōkochi Pond, lush Japanese garden, Kyoto, traditional temple architecture","Kinkaku-ji · golden splendor by the pond","The magnificent Kinkaku-ji, or Golden Pavilion, stands resplendent on the edge of Kyōkochi Pond in Kyoto. Its multi-tiered golden facade, a beacon of traditional Japanese architecture, shimmers in the bright daylight, casting a luminous reflection upon the tranquil waters. Surrounding the iconic structure, meticulously manicured evergreen trees and vibrant green bushes add to the serene, contemplative atmosphere of the Japanese garden. A clear blue sky completes this picturesque cultural landscape.","Apple","iPhone 13 Pro","iPhone 13 Pro back triple camera 5.7mm f/1.5","5.7 mm","26 mm","1.5","1/2300","50","Program AE","Multi-segment","Auto","Off, Did not fire","2025:06:05 14:32:33","35 deg 2' 22.78"" N","135 deg 43' 42.00"" E","3024","4032","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/japan/73-kinkakuji-golden-pavilion-kyoto-japan-pond-garden-temple"
"japan-2025","japan-2025","jap-74","Sagano Bamboo Forest, Kyoto, Japan","2025-06-05","Towering Sagano Bamboo Forest in Arashiyama, Kyoto, Japan. Sunlight filters through dense green leaves, illuminating stalks.","Kyoto · Verdant bamboo stalks reach for sky","Towering bamboo stalks create an immersive, emerald green pathway within a renowned Kyoto forest. Sunlight brilliantly pierces the dense canopy, casting long, ethereal shadows across the graceful culms. The vibrant foliage forms a natural ceiling, revealing glimpses of a clear blue sky above. This serene environment evokes a profound sense of tranquility and ancient beauty, characteristic of Japan's natural wonders, inviting quiet contemplation.","Apple","iPhone 13 Pro","iPhone 13 Pro back triple camera 5.7mm f/1.5","5.7 mm","26 mm","1.5","1/120","80","Program AE","Multi-segment","Auto","Off, Did not fire","2025:06:05 15:36:34","35 deg 0' 59.77"" N","135 deg 40' 14.14"" E","3024","4032","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/japan/74-sagano-bamboo-forest-kyoto-japan-towering-green-path"
"japan-2025","japan-2025","jap-75","Arashiyama Bamboo Grove, Kyoto, Japan","2025-06-05","Tourists walk along a winding path through the towering green bamboo stalks of Arashiyama Bamboo Grove, Kyoto, Japan, with sunlight filtering through.","Arashiyama · emerald path, sun-dappled journey","Visitors traverse a gently winding path through the iconic Arashiyama Bamboo Grove in Kyoto, Japan. Towering bamboo stalks create an ethereal canopy, filtering sunlight into soft, dappled patterns on the ground. A sense of serene natural beauty pervades, despite the bustling crowd of people exploring this renowned Japanese landmark. Dry grasses line the path, adding textural contrast to the vibrant green. The air feels calm, cool, and inviting.","Apple","iPhone 13 Pro","iPhone 13 Pro back triple camera 9mm f/2.8","9.0 mm","77 mm","2.8","1/60","320","Program AE","Multi-segment","Auto","Off, Did not fire","2025:06:05 15:41:01","35 deg 1' 1.98"" N","135 deg 40' 19.46"" E","3024","4032","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/japan/75-arashiyama-bamboo-grove-path-kyoto-japan-tourists"
"japan-2025","japan-2025","jap-76","Kyoto, Japan","2025-06-05","Young Japanese rickshaw puller in tabi shoes pulls two female tourists in a traditional jinrikisha through Kyoto street.","Kyoto · timeless traditional ride","A vibrant Kyoto street scene unfolds as a dedicated rickshaw puller, clad in traditional tabi shoes and straw hat, diligently guides his jinrikisha. Two female tourists enjoy the ride, basking in the warm sunlight. Detailed shadows stretch across the asphalt, adding depth and dynamism to this cultural immersion experience in Japan's historic city.","Apple","iPhone 13 Pro","iPhone 13 Pro back dual camera 9mm f/2.8","9.0 mm","77 mm","2.8","1/190","25","Program AE","Multi-segment","Auto","Off, Did not fire","2025:06:05 15:54:44","35 deg 1' 3.65"" N","135 deg 40' 35.61"" E","3024","4032","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/japan/76-kyoto-japan-rickshaw-jinrikisha-puller-street-tourism"
"japan-2025","japan-2025","jap-77","Heian Shrine, Kyoto, Japan","2025-06-05","Heian Shrine Ōtenmon gate in Kyoto, Japan, with tourists gathered. Vermillion architecture, green roofs, warm afternoon light.","Heian Shrine · vibrant gate under golden light","The magnificent Heian Shrine Ōtenmon gate stands bathed in warm, golden afternoon light in Kyoto. Its vibrant vermillion, white, and dark tiled roofs, adorned with intricate gold details, create a striking focal point. Tourists gather before the grand steps, some observing, some waiting. Lush green foliage frames the traditional Japanese architecture, highlighting the serene cultural ambiance.","Apple","iPhone 13 Pro","iPhone 13 Pro back triple camera 9mm f/2.8","9.0 mm","77 mm","2.8","1/400","32","Program AE","Multi-segment","Auto","Off, Did not fire","2025:06:05 17:36:18","35 deg 0' 13.20"" N","135 deg 46' 37.23"" E","3024","4032","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/japan/77-heian-shrine-otenmon-gate-kyoto-japan-afternoon-light"
"japan-2025","japan-2025","jap-78","Kyoto, Japan","2025-06-05","Rows of white Japanese paper lanterns with black kanji and red crests hanging in Kyoto, Japan, traditional temple or market entrance.","Kyoto · ancient light, enduring spirit","Rows of traditional Japanese paper lanterns elegantly adorn a structure in Kyoto, Japan. Each white lantern features intricate black kanji calligraphy and vibrant red symbols, reflecting centuries of cultural heritage. Soft, warm sunlight grazes their surfaces, emphasizing the delicate pleats and intricate details. The orderly arrangement creates a sense of calm and reverence, inviting contemplation of the city's rich history.","Apple","iPhone 13 Pro","iPhone 13 Pro back triple camera 9mm f/2.8","9.0 mm","77 mm","2.8","1/280","32","Program AE","Multi-segment","Auto","Off, Did not fire","2025:06:05 17:39:48","35 deg 0' 11.93"" N","135 deg 46' 42.17"" E","3024","4032","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/japan/78-kyoto-japan-traditional-japanese-paper-lanterns"
"japan-2025","japan-2025","jap-79","Kyoto, Japan","2025-06-05","Traditional Japanese tiled roofs, wooden buildings, ancient stone pillar with script, narrow street, Kyoto, Japan, warm light.","Kyoto · historic rooftops, ancient whispers","Golden hour light bathes stacked traditional wooden buildings and grey-tiled roofs in Kyoto. A weathered stone pillar, adorned with elegant Japanese script, stands prominently in the foreground. People meander along the narrow, historic street, surrounded by vibrant green foliage. The scene evokes a timeless sense of Japanese heritage, revealing serene urban beauty and cultural depth.","Apple","iPhone 13 Pro","iPhone 13 Pro back triple camera 9mm f/2.8","9.0 mm","77 mm","2.8","1/270","40","Program AE","Multi-segment","Auto","Off, Did not fire","2025:06:05 18:09:41","34 deg 59' 49.03"" N","135 deg 46' 51.84"" E","3024","4032","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/japan/79-kyoto-japan-traditional-street-architecture-stone-pillar"
"japan-2025","japan-2025","jap-80","Kiyomizu-dera Temple, Kyoto, Japan","2025-06-05","Vibrant orange-red Kiyomizu-dera Temple pagoda, Kyoto, Japan, bathed in golden light against lush hillside","Kiyomizu-dera · ancient temple, golden light","Golden light bathes Kiyomizu-dera Temple, a magnificent three-storied pagoda in Kyoto, Japan. Its vibrant orange and red timbers glow against a clear, pale blue sky and a verdant hillside. Intricate traditional architecture, with a multi-tiered roof and decorative finial, creates a timeless scene. Stone lanterns and manicured garden elements ascend towards the sacred structure, evoking a peaceful, spiritual ambiance amidst the lush forest.","Apple","iPhone 13 Pro","iPhone 13 Pro back triple camera 9mm f/2.8","9.0 mm","77 mm","2.8","1/320","32","Program AE","Multi-segment","Auto","Off, Did not fire","2025:06:05 18:17:46","34 deg 59' 43.61"" N","135 deg 46' 58.54"" E","2937","3916","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/japan/80-kiyomizu-dera-pagoda-golden-hour-kyoto-japan"
"japan-2025","japan-2025","jap-81","Yasaka Pagoda, Kyoto, Japan","2025-06-05","Yasaka Pagoda, Kyoto, Japan, towering over a historic Sannenzaka street filled with tourists and traditional wooden buildings.","Kyoto · ancient pagoda watches over lively streets","A majestic five-story pagoda, Yasaka Pagoda, anchors a charming, narrow cobblestone street in Kyoto, Japan. Warm, soft light illuminates traditional wooden machiya houses with intricate tiled roofs. Pedestrians stroll along the bustling historic lane, ascending towards the iconic temple structure. Japanese lanterns and signs adorn the storefronts, creating an authentic, immersive atmosphere of timeless beauty.","Apple","iPhone 13 Pro","iPhone 13 Pro back triple camera 9mm f/2.8","9.0 mm","77 mm","2.8","1/100","32","Program AE","Multi-segment","Auto","Off, Did not fire","2025:06:05 18:39:51","34 deg 59' 55.25"" N","135 deg 46' 38.71"" E","3024","4032","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/japan/81-kyoto-japan-yasaka-pagoda-historic-street-traditional"
"japan-2025","japan-2025","jap-82","Osaka, Japan","2025-06-05","Black Toyota Crown taxi in Osaka, Japan at night, red taillights, illuminated Japanese buildings, street scene.","Osaka · city lights, waiting taxi","A classic black Toyota Crown taxi waits patiently on an illuminated Osaka street at night. Its vibrant red taillights glow, contrasting with the soft, warm light from traditional Japanese buildings in the background. Japanese characters adorn the vertical signs, hinting at bustling nightlife and dining. Blurred figures of people gather, suggesting evening activity. The scene captures the calm energy of urban Japan, under a clear, dark sky.","Apple","iPhone 13 Pro","iPhone 13 Pro back triple camera 9mm f/2.8","9.0 mm","77 mm","2.8","1/30","800","Program AE","Multi-segment","Auto","Off, Did not fire","2025:06:05 20:43:15","34 deg 41' 54.64"" N","135 deg 31' 58.43"" E","3024","4032","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/japan/82-osaka-japan-toyota-crown-taxi-night-street-lights"
"japan-2025","japan-2025","jap-83","Osaka, Japan","2025-06-05","Vibrant Osaka alleyway at night, illuminated by a myriad of colorful neon Japanese signs, with pedestrians and parked bicycles.","Osaka · Alleyway's neon symphony at night","A bustling Osaka alleyway pulses with nocturnal energy, bathed in the electric glow of countless neon signs. Japanese characters illuminate diverse storefronts, from ramen shops to izakayas. Pedestrians stroll along the atmospheric street, their figures silhouetted against the vibrant commercial facades. Parked bicycles add to the authentic urban scene, all beneath the imposing structure of an overpass.","Apple","iPhone 13 Pro","iPhone 13 Pro back triple camera 9mm f/2.8","9.0 mm","77 mm","2.8","1/60","640","Program AE","Multi-segment","Auto","Off, Did not fire","2025:06:05 21:13:39","34 deg 41' 53.14"" N","135 deg 31' 59.92"" E","3024","4032","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/japan/83-osaka-japan-night-alley-neon-signs-urban-street"
"japan-2025","japan-2025","jap-84","Nara Park, Nara, Japan","2025-06-06","Elderly man gently interacting with wild Sika deer in Nara Park, Japan. Sunlit green field, clear blue sky.","Nara · friendly deer encounter","A serene moment unfolds in Nara, Japan, as an elderly man gently interacts with a cluster of wild Sika deer. Bright sunlight bathes the vibrant green grass, casting subtle shadows, highlighting the deer's spotted coats. Several deer, some with developing antlers, gather closely, displaying their famously friendly nature. Majestic trees line the distant horizon under a brilliant blue sky, showcasing the park's tranquil beauty.","Apple","iPhone 13 Pro","iPhone 13 Pro back dual camera 9mm f/2.8","9.0 mm","77 mm","2.8","1/500","32","Program AE","Multi-segment","Auto","Off, Did not fire","2025:06:06 08:33:47","34 deg 40' 53.41"" N","135 deg 50' 25.20"" E","3024","4032","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/japan/84-nara-japan-sika-deer-man-interaction-park"
"japan-2025","japan-2025","jap-85","Nara Park, Nara, Japan","2025-06-06","Man gently pets wild Sika deer in sunlit Nara Park, Japan, blue sky, grassy field, smiling, casual clothes.","Nara · a gentle deer encounter","A heartwarming scene unfolds in Nara, Japan, where a smiling man gently interacts with a wild Sika deer. Sunlight illuminates the grassy park, highlighting the deer's spotted coat and the serene blue sky with soft clouds. Other deer graze nearby, adding to the tranquil atmosphere. This moment captures the unique, trusting bond between visitors and the famed deer of Nara.","Apple","iPhone 13 Pro","iPhone 13 Pro back dual camera 9mm f/2.8","9.0 mm","77 mm","2.8","1/730","32","Program AE","Multi-segment","Auto","Off, Did not fire","2025:06:06 08:34:56","34 deg 40' 53.40"" N","135 deg 50' 25.03"" E","3024","4032","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/japan/85-nara-park-man-sika-deer-interaction-japan-sunny"
"japan-2025","japan-2025","jap-86","Nara Park, Nara, Japan","2025-06-06","Woman standing with two dappled sika deer in Nara Park, Japan, on a sunny day. Bright green grass and lush trees under blue sky.","Nara · where ancient spirits roam free","Sunlight bathes Nara Park, Japan, illuminating vibrant green grass and a serene blue sky. Two dappled sika deer, revered messengers, gently approach a visitor, their coats gleaming in the bright day. Lush trees frame this tranquil scene, a timeless moment of harmony between nature and human, capturing the unique spirit of Nara’s sacred landscape.","Apple","iPhone 13 Pro","iPhone 13 Pro back dual camera 9mm f/2.8","9.0 mm","77 mm","2.8","1/500","32","Program AE","Multi-segment","Auto","Off, Did not fire","2025:06:06 08:53:18","34 deg 40' 53.67"" N","135 deg 50' 29.97"" E","3024","4032","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/japan/86-nara-park-sika-deer-woman-interaction-japan-sunny-day"
"japan-2025","japan-2025","jap-87","Nara Park, Nara, Japan","2025-06-06","Sika deer standing under a wooden shrine structure in Nara Park, Japan, with other deer resting in dappled light.","Nara · a sacred deer's gentle gaze","A curious sika deer stands alert under a weathered wooden shrine structure in Nara, Japan. Dappled sunlight filters through the overhead canopy, illuminating its spotted coat and delicate antlers. In the soft light, other deer rest peacefully in the grassy background, blending into the serene park landscape. A traditional wooden sign, adorned with Japanese calligraphy, adds a cultural layer to this tranquil wildlife scene, embodying the sacred connection between nature and heritage in Nara.","Apple","iPhone 13 Pro","iPhone 13 Pro back triple camera 9mm f/2.8","9.0 mm","77 mm","2.8","1/100","80","Program AE","Multi-segment","Auto","Off, Did not fire","2025:06:06 09:06:22","34 deg 40' 55.52"" N","135 deg 50' 23.55"" E","3024","4032","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/japan/87-nara-park-sika-deer-portrait-japan-wildlife"
